date,pm25_observed,pm25_trend,pm25_seasonal,pm25_resid,pm10_observed,pm10_trend,pm10_seasonal,pm10_resid,o3_observed,o3_trend,o3_seasonal,o3_resid,no2_observed,no2_trend,no2_seasonal,no2_resid,so2_observed,so2_trend,so2_seasonal,so2_resid,co_observed,co_trend,co_seasonal,co_resid
2014/1/1,125,159.013356,24.058241,-58.071597,136,88.240068,9.160814,38.599117,4,46.424658,-28.519658,-13.905,44,28.02911,6.421188,9.549702,45,12.039726,3.759932,29.200342,39,13.688782,4.788514,20.522704
2014/1/2,218,159.013356,12.048874,46.93777,79,88.240068,13.713264,-22.953333,22,46.424658,-30.417538,5.992881,20,28.02911,10.15211,-18.181219,15,12.039726,4.187389,-1.227115,22,13.688782,6.687635,1.623582
2014/1/3,127,159.013356,24.76865,-56.782006,109,88.240068,22.836657,-2.076726,3,46.424658,-28.725231,-14.699427,37,28.02911,10.539676,-1.568785,26,12.039726,3.24028,10.719994,32,13.688782,8.072672,10.238545
2014/1/4,213,159.013356,28.480346,25.506298,74,88.240068,4.069534,-18.309602,16,46.424658,-27.475494,-2.949163,32,28.02911,7.003111,-3.03222,23,12.039726,3.087453,7.872821,24,13.688782,5.074148,5.23707
2014/1/5,168,159.013356,11.268966,-2.282322,91,88.240068,-8.216662,10.976594,4,46.424658,-26.159583,-16.265075,33,28.02911,3.390044,1.580846,30,12.039726,2.329102,15.631172,22,13.688782,2.768141,5.543076
2014/1/6,204,159.013356,-0.080244,45.066888,69,88.240068,-11.356599,-7.88347,19,46.424658,-27.328392,-0.096266,27,28.02911,2.163069,-3.192178,21,12.039726,2.550677,6.409597,22,13.688782,2.230944,6.080274
2014/1/7,178,159.013356,-11.592784,30.579427,17,88.240068,-8.638053,-62.602015,21,46.424658,-24.796042,-0.628615,7,28.02911,-1.140409,-19.888701,7,12.039726,0.70368,-5.743406,11,13.688782,-0.462207,-2.226576
2014/1/8,65,159.013356,-26.432826,-67.58053,42,88.240068,-12.955967,-33.284102,22,46.424658,-24.092143,-0.332514,14,28.02911,0.631772,-14.660882,9,12.039726,1.088759,-4.128485,13,13.688782,-0.461785,-0.226997
2014/1/9,92,159.013356,-17.496682,-49.516674,77,88.240068,-11.721404,0.481335,5,46.424658,-26.172228,-15.25243,33,28.02911,3.327452,1.643438,31,12.039726,4.089392,14.870882,23,13.688782,1.153389,8.157829
2014/1/10,160,159.013356,-13.104269,14.090913,120,88.240068,-9.036683,40.796615,3,46.424658,-29.193513,-14.231144,48,28.02911,4.252426,15.718465,47,12.039726,3.012005,31.948269,34,13.688782,0.768141,19.543076
2014/1/11,218,159.013356,-9.29331,68.279954,36,88.240068,8.348143,-60.588211,22,46.424658,-28.027444,3.602786,16,28.02911,7.870129,-19.899238,11,12.039726,1.858018,-2.897744,12,13.688782,1.921987,-3.61077
2014/1/12,76,159.013356,9.858007,-92.871363,97,88.240068,15.899882,-7.13995,6,46.424658,-25.486242,-14.938415,40,28.02911,5.182036,6.788854,43,12.039726,4.555595,26.404679,29,13.688782,3.153389,12.157829
2014/1/13,190,159.013356,7.950525,23.036119,94,88.240068,5.749829,0.010103,5,46.424658,-27.94188,-13.482778,38,28.02911,7.027979,2.942911,46,12.039726,5.712859,28.247414,30,13.688782,4.152124,12.159093
2014/1/14,190,159.013356,13.341463,17.645181,162,88.240068,23.301357,50.458575,6,46.424658,-28.240931,-12.183726,46,28.02911,7.108485,10.862406,47,12.039726,5.407087,29.553187,36,13.688782,5.075623,17.235595
2014/1/15,249,159.013356,21.743992,68.242652,340,88.240068,21.167532,230.5924,7,46.424658,-26.770542,-12.654116,58,28.02911,4.806061,25.164829,58,12.039726,5.340959,40.619315,47,13.688782,3.465085,29.846132
2014/1/16,466,159.013356,23.933665,283.052978,88,88.240068,3.873538,-4.113607,14,46.424658,-27.633555,-4.791102,31,28.02911,5.039359,-2.068469,33,12.039726,3.367396,17.592878,24,13.688782,1.85223,8.458988
2014/1/17,228,159.013356,9.809113,59.177531,57,88.240068,6.337395,-37.577463,14,46.424658,-26.710057,-5.714601,32,28.02911,7.888464,-3.917573,22,12.039726,2.043266,7.917008,19,13.688782,2.774042,2.537176
2014/1/18,134,159.013356,15.283507,-40.296863,125,88.240068,-0.660498,37.420429,26,46.424658,-24.146938,3.72228,33,28.02911,2.963912,2.006979,40,12.039726,3.704841,24.255433,28,13.688782,2.003758,12.30746
2014/1/19,185,159.013356,-2.70996,28.696603,30,88.240068,-14.037315,-44.202753,24,46.424658,-25.166327,2.741669,7,28.02911,-0.420704,-20.608406,3,12.039726,2.80785,-11.847576,11,13.688782,1.31145,-4.000232
2014/1/20,42,159.013356,-17.940729,-99.072627,36,88.240068,-13.346015,-38.894054,18,46.424658,-24.859267,-3.565391,21,28.02911,-0.032506,-6.996604,18,12.039726,1.903379,4.056895,17,13.688782,0.850122,2.461095
2014/1/21,95,159.013356,-7.470971,-56.542385,102,88.240068,-6.970719,20.730651,6,46.424658,-26.24894,-14.175718,44,28.02911,3.359697,12.611194,46,12.039726,4.519035,29.441239,27,13.688782,1.92831,11.382908
2014/1/22,211,159.013356,7.154951,44.831693,173,88.240068,0.477168,84.282764,2,46.424658,-25.63208,-18.792577,56,28.02911,4.364122,23.606768,66,12.039726,6.299686,47.660588,41,13.688782,4.004601,23.306617
2014/1/23,339,159.013356,19.153686,160.832957,103,88.240068,-0.78231,15.542242,7,46.424658,-25.406158,-14.0185,39,28.02911,3.13799,7.832901,39,12.039726,4.446821,22.513453,26,13.688782,3.084053,9.227165
2014/1/24,221,159.013356,19.547153,42.439491,37,88.240068,-7.256704,-43.983364,26,46.424658,-23.773703,3.349045,18,28.02911,0.674133,-10.703242,12,12.039726,1.821771,-1.861497,16,13.688782,2.23811,0.073108
2014/1/25,98,159.013356,13.316595,-74.329951,58,88.240068,-3.139465,-27.100603,21,46.424658,-21.671911,-3.752746,18,28.02911,-2.015646,-8.013464,21,12.039726,1.633361,7.326913,15,13.688782,0.933157,0.378061
2014/1/26,122,159.013356,6.832506,-43.845862,83,88.240068,-10.125502,4.885433,22,46.424658,-21.12228,-3.302377,29,28.02911,-0.091094,1.061984,33,12.039726,3.736908,17.223366,19,13.688782,1.087425,4.223793
2014/1/27,157,159.013356,-4.920497,2.907141,54,88.240068,11.609283,-45.849352,23,46.424658,-20.410584,-3.014074,16,28.02911,-1.85906,-10.17005,12,12.039726,5.613398,-5.653124,15,13.688782,1.628204,-0.316987
2014/1/28,109,159.013356,13.590778,-63.604134,97,88.240068,0.749829,8.010103,9,46.424658,-23.666011,-13.758647,31,28.02911,-0.320598,3.291489,38,12.039726,4.340126,21.620148,26,13.688782,1.707446,10.603772
2014/1/29,208,159.013356,12.773497,36.213147,62,88.240068,-3.073775,-23.166294,27,46.424658,-20.264325,0.839667,16,28.02911,-1.934929,-10.09418,20,12.039726,1.020013,6.940261,17,13.688782,0.478784,2.832434
2014/1/30,126,159.013356,3.335562,-36.348918,132,88.240068,-7.527516,51.287447,14,46.424658,-19.412902,-13.011756,18,28.02911,-4.317859,-5.711251,38,12.039726,2.635609,23.324665,17,13.688782,-0.519952,3.831169
2014/1/31,220,159.013356,0.123128,60.863516,95,88.240068,-16.213079,22.973011,2,46.424658,-20.405104,-24.019553,24,28.02911,-4.315751,0.286642,34,12.039726,2.848521,19.111753,22,13.688782,-0.981279,9.292497
2014/2/1,211,159.013356,-22.486356,74.473,73,88.240068,-11.4272,-3.812869,29,46.424658,-22.008055,4.583397,11,28.02911,-2.235456,-14.793653,11,12.039726,2.308686,-3.348412,20,13.688782,0.404179,5.907039
2014/2/2,117,159.013356,-11.53546,-30.477896,30,88.240068,-10.881783,-47.358285,28,46.424658,-18.857791,0.433134,4,28.02911,-2.232084,-21.797025,3,12.039726,0.808686,-9.848412,18,13.688782,0.404811,3.906406
2014/2/3,31,159.013356,-15.526819,-112.486537,29,88.240068,-5.879044,-53.361025,25,46.424658,-18.180658,-3.244,9,28.02911,-2.614592,-16.414517,10,12.039726,0.712953,-2.752679,18,13.688782,0.249911,4.061306
2014/2/4,63,159.013356,-7.686356,-88.327,74,88.240068,-10.559339,-3.68073,20,46.424658,-19.100362,-7.324295,17,28.02911,-5.149471,-5.879639,28,12.039726,0.712953,15.247321,18,13.688782,-1.749456,6.060674
2014/2/5,175,159.013356,-15.978242,31.964886,88,88.240068,-8.713817,8.473749,17,46.424658,-18.10247,-11.322188,24,28.02911,-2.534929,-1.49418,36,12.039726,2.944671,21.015603,25,13.688782,0.251387,11.059831
2014/2/6,202,159.013356,-7.981192,50.967836,57,88.240068,-25.857969,-5.3821,16,46.424658,-16.455895,-13.968763,18,28.02911,-6.607216,-3.421894,21,12.039726,0.941135,8.019139,14,13.688782,-1.97875,2.289968
2014/2/7,175,159.013356,-24.430507,40.417151,28,88.240068,-17.759339,-42.48073,28,46.424658,-15.982976,-2.441682,13,28.02911,-4.988038,-10.041072,12,12.039726,1.767186,-1.806912,17,13.688782,-1.668529,4.979747
2014/2/8,108,159.013356,-17.007325,-34.006031,9,88.240068,-14.080308,-65.15976,26,46.424658,-19.292565,-1.132093,8,28.02911,-0.220493,-19.808617,9,12.039726,1.40779,-4.447516,22.2,13.688782,0.653916,7.857302
2014/2/9,51,159.013356,-0.851582,-107.161774,18,88.240068,-7.425092,-62.814976,23,46.424658,-17.904156,-5.520502,15,28.02911,2.091836,-15.120945,11,12.039726,2.869539,-3.909265,18,13.688782,2.407973,1.903245
2014/2/10,74,159.013356,15.23651,-100.249867,77,88.240068,10.630756,-21.870825,13,46.424658,-17.920384,-15.504274,38,28.02911,3.403743,6.567147,38,12.039726,5.364255,20.596019,24,13.688782,4.177625,6.133593
2014/2/11,192,159.013356,41.760852,-8.774208,83,88.240068,6.490819,-11.730888,24,46.424658,-15.85189,-6.572767,35,28.02911,0.788991,6.1819,30,12.039726,4.023385,13.936889,24,13.688782,3.869722,6.441496
2014/2/12,205,159.013356,40.674024,5.31262,116,88.240068,6.410735,21.349196,17,46.424658,-18.433977,-10.990681,34,28.02911,4.0225,1.948391,44,12.039726,4.386023,27.574251,28,13.688782,4.870354,9.440864
2014/2/13,261,159.013356,46.307322,55.679322,186,88.240068,3.670271,94.08966,11,46.424658,-19.297833,-16.126824,43,28.02911,1.719865,13.251025,43,12.039726,5.079667,25.880606,36,13.688782,3.794274,18.516944
2014/2/14,332,159.013356,26.786142,146.200502,324,88.240068,15.747721,220.01221,12,46.424658,-18.443882,-15.980776,50,28.02911,0.417442,21.553449,56,12.039726,7.43399,36.526284,39,13.688782,2.794485,22.516733
2014/2/15,408,159.013356,14.884772,234.101872,173,88.240068,-8.47251,93.232442,25,46.424658,-15.288982,-6.135675,39,28.02911,-4.886246,15.857137,45,12.039726,3.838311,29.121963,31,13.688782,-0.435652,17.74687
2014/2/16,322,159.013356,-4.401213,167.387857,56,88.240068,-16.324249,-15.915819,28,46.424658,-17.052101,-1.372556,27,28.02911,-3.346099,2.316989,37,12.039726,1.912997,23.047277,21,13.688782,-1.280752,8.59197
2014/2/17,161,159.013356,-10.241677,12.228321,54,88.240068,-9.316346,-24.923722,21,46.424658,-16.107317,-9.31734,25,28.02911,-0.731768,-2.297342,21,12.039726,1.487432,7.472842,12,13.688782,-0.128171,-1.560612
2014/2/18,148,159.013356,-0.328716,-10.68464,57,88.240068,-3.527937,-27.712131,24,46.424658,-13.93071,-8.493947,27,28.02911,-2.57455,1.54544,22,12.039726,3.925741,6.034533,17,13.688782,0.334632,2.976585
2014/2/19,140,159.013356,4.248312,-23.261668,143,88.240068,-12.322036,67.081968,4,46.424658,-16.820067,-25.60459,37,28.02911,-4.108797,13.079687,24,12.039726,0.250399,11.709875,23,13.688782,-0.588023,9.899241
2014/2/20,302,159.013356,-3.416809,146.403453,165,88.240068,23.272484,53.487447,7,46.424658,-16.993513,-22.431144,45,28.02911,-0.797943,17.768833,39,12.039726,3.045303,23.914971,33,13.688782,1.412398,17.898819
2014/2/21,378,159.013356,29.295731,189.690913,170,88.240068,0.760788,80.999144,7,46.424658,-16.434188,-22.99047,43,28.02911,-4.098891,19.069782,53,12.039726,2.890593,38.069681,35,13.688782,-0.354725,21.665943
2014/2/22,387,159.013356,-2.269496,230.25614,154,88.240068,-4.708759,70.468691,9,46.424658,-17.517855,-19.906803,39,28.02911,-0.098048,11.068939,69,12.039726,4.145619,52.814655,39,13.688782,0.721355,24.589863
2014/2/23,338,159.013356,2.789092,176.197552,216,88.240068,7.520956,120.238975,4,46.424658,-18.211005,-24.213652,61,28.02911,3.672447,29.298444,71,12.039726,5.837611,53.122663,49,13.688782,3.411555,31.899662
2014/2/24,398,159.013356,24.466015,214.520629,301,88.240068,12.528754,200.231177,3,46.424658,-17.830816,-25.593842,64,28.02911,2.062331,33.908559,50,12.039726,3.063307,34.896967,58,13.688782,2.952124,41.359093
2014/2/25,462,159.013356,25.248102,277.738542,262,88.240068,10.999987,162.759945,14,46.424658,-13.899519,-18.525138,63,28.02911,4.068653,30.902237,44,12.039726,3.096379,28.863895,29,13.688782,0.874148,14.43707
2014/2/26,421,159.013356,28.876763,233.109881,23,88.240068,3.628649,-68.868717,32,46.424658,-14.035663,-0.388995,10,28.02911,2.764333,-20.793443,5,12.039726,0.185398,-7.225124,10,13.688782,0.873726,-4.562508
2014/2/27,67,159.013356,18.127343,-110.140699,65,88.240068,8.417058,-31.657126,17,46.424658,-15.486664,-13.937994,30,28.02911,2.921551,-0.950661,20,12.039726,0.647048,7.313226,16,13.688782,0.56793,1.743287
2014/2/28,169,159.013356,31.32081,-21.334166,61,88.240068,-11.25839,-15.981678,31,46.424658,-13.783397,-1.64126,26,28.02911,-3.229344,1.200235,16,12.039726,0.109007,3.851266,21,13.688782,-0.582544,7.893761
2014/3/1,142,159.013356,-3.660855,-13.352501,111,88.240068,11.429702,11.330229,16,46.424658,-15.421753,-15.002904,41,28.02911,4.38604,8.58485,37,12.039726,3.602775,21.357499,29,13.688782,2.725149,12.586069
2014/3/2,208,159.013356,30.893412,18.093231,155,88.240068,19.3728,47.387131,4,46.424658,-18.651047,-23.77361,44,28.02911,5.92977,10.04112,57,12.039726,5.833545,39.126729,46,13.688782,5.189216,27.122002
2014/3/3,295,159.013356,47.158534,88.82811,55,88.240068,20.604202,-53.84427,30,46.424658,-16.723545,0.298887,16,28.02911,3.47055,-15.49966,13,12.039726,3.295096,-2.334822,24,13.688782,3.806497,6.50472
2014/3/4,95,159.013356,31.944835,-95.958191,28,88.240068,10.077121,-70.317189,26,46.424658,-14.969277,-5.45538,19,28.02911,-1.602158,-7.426952,8,12.039726,0.519112,-4.558838,11,13.688782,-0.190974,-2.497809
2014/3/5,78,159.013356,21.885404,-102.89876,22,88.240068,-4.078833,-62.161236,30,46.424658,-14.817328,-1.60733,11,28.02911,0.092679,-17.121788,5,12.039726,1.847317,-8.887043,18,13.688782,0.346223,3.964994
2014/3/6,62,159.013356,0.026395,-97.039751,55,88.240068,5.393032,-38.633101,25,46.424658,-11.102259,-10.322398,21,28.02911,1.097737,-8.126846,12,12.039726,1.366319,-1.406045,16,13.688782,0.423779,1.887439
2014/3/7,131,159.013356,20.886668,-48.900025,118,88.240068,-3.381994,33.141926,15,46.424658,-12.172438,-19.252219,43,28.02911,1.485724,13.485166,40,12.039726,2.242552,25.717722,26,13.688782,0.349385,11.961833
2014/3/8,227,159.013356,21.993096,45.993548,90,88.240068,0.816425,0.943506,27,46.424658,-10.783397,-8.64126,34,28.02911,3.337568,2.633322,25,12.039726,0.421184,12.53909,21,13.688782,-0.417106,7.728324
2014/3/9,188,159.013356,15.037564,13.94908,80,88.240068,40.194508,-48.434576,18,46.424658,-9.641774,-18.782883,33,28.02911,5.257062,-0.286172,30,12.039726,1.344472,16.615802,22,13.688782,0.968773,7.342444
2014/3/10,173,159.013356,38.33219,-24.345546,125,88.240068,15.791346,20.968585,35,46.424658,-12.974546,1.549888,41,28.02911,2.870972,10.099919,42,12.039726,2.773043,27.187231,30,13.688782,1.042957,15.268261
2014/3/11,253,159.013356,20.604477,73.382167,20,88.240068,4.40162,-72.641689,41,46.424658,-10.96443,5.539772,12,28.02911,-1.816489,-14.212621,3,12.039726,0.771088,-9.810814,18,13.688782,-0.262628,4.573846
2014/3/12,61,159.013356,-3.833458,-94.179898,47,88.240068,7.503675,-48.743744,36,46.424658,-10.430394,0.005737,19,28.02911,3.26486,-12.29397,6,12.039726,-0.337632,-5.702094,12,13.688782,-0.95346,-0.735322
2014/3/13,73,159.013356,6.014382,-92.027738,56,88.240068,12.747511,-44.987579,37,46.424658,-13.510268,4.08561,15,28.02911,1.80859,-14.8377,6,12.039726,1.441141,-7.480867,17,13.688782,0.278152,3.033066
2014/3/14,72,159.013356,3.344203,-90.357559,109,88.240068,75.221273,-54.461341,26,46.424658,-10.109425,-10.315233,48,28.02911,-0.109429,20.080319,25,12.039726,3.622893,9.337381,16,13.688782,-0.951985,3.263203
2014/3/15,180,159.013356,22.294466,-1.307822,113,88.240068,29.465951,-4.70602,42,46.424658,-9.40679,4.982133,36,28.02911,2.973395,4.997495,44,12.039726,4.79737,27.162904,31,13.688782,1.280259,16.030958
2014/3/16,188,159.013356,25.018386,3.968258,141,88.240068,34.396615,18.363317,30,46.424658,-12.336611,-4.088046,28,28.02911,4.900476,-4.929586,14,12.039726,1.436911,0.523363,20,13.688782,0.588584,5.722634
2014/3/17,145,159.013356,34.645783,-48.65914,79,88.240068,9.643401,-18.88347,37,46.424658,-7.568434,-1.856223,19,28.02911,2.288042,-11.317152,8,12.039726,-0.233821,-3.805905,13,13.688782,-0.718687,0.029905
2014/3/18,106,159.013356,20.984456,-73.997812,67,88.240068,12.476278,-33.716346,34,46.424658,-6.351785,-6.072873,24,28.02911,2.442099,-6.471209,10,12.039726,0.980504,-3.02023,12,13.688782,-0.258624,-1.430159
2014/3/19,134,159.013356,18.574761,-43.588117,26,88.240068,5.253096,-67.493164,36,46.424658,-10.507317,0.08266,9,28.02911,0.525766,-19.554876,2,12.039726,-0.693373,-9.346353,9,13.688782,-1.483281,-3.205501
2014/3/20,42,159.013356,-2.340097,-114.67326,45,88.240068,-0.107705,-43.132363,40,46.424658,-7.339562,0.914904,20,28.02911,-0.856531,-7.172579,6,12.039726,-0.094095,-5.945631,16,13.688782,-2.019003,4.330221
2014/3/21,78,159.013356,-6.442731,-74.570625,86,88.240068,50.834128,-53.074197,43,46.424658,-9.084346,5.659688,28,28.02911,0.304059,-0.333169,9,12.039726,0.657591,-3.697317,13,13.688782,-1.937865,1.249083
2014/3/22,131,159.013356,10.827659,-38.841015,111,88.240068,16.534655,6.225276,74,46.424658,-6.33619,33.911532,36,28.02911,1.457273,6.513617,24,12.039726,0.843049,11.117225,19,13.688782,-0.472322,5.78354
2014/3/23,207,159.013356,19.850209,28.136435,141,88.240068,19.256678,33.503253,47,46.424658,-7.430816,8.006158,50,28.02911,4.001003,17.969887,30,12.039726,2.124029,15.836245,23,13.688782,0.990902,8.320316
2014/3/24,293,159.013356,32.690462,101.296182,136,88.240068,13.470798,34.289133,72,46.424658,2.87224,22.703102,53,28.02911,4.774449,20.196441,24,12.039726,1.908855,10.051419,21,13.688782,-0.314894,7.626111
2014/3/25,278,159.013356,29.792675,89.193969,189,88.240068,20.455624,80.304307,63,46.424658,-0.972649,17.547992,60,28.02911,4.465703,27.505187,29,12.039726,1.598388,15.361886,23,13.688782,-0.622797,9.934014
2014/3/26,354,159.013356,28.155794,166.83085,196,88.240068,11.168375,96.591557,6,46.424658,-9.200257,-31.2244,61,28.02911,3.240413,29.730477,20,12.039726,0.873077,7.087197,29,13.688782,-0.312997,15.624214
2014/3/27,321,159.013356,10.973075,151.013569,108,88.240068,120.253306,-100.493375,39,46.424658,-6.600046,-0.824611,33,28.02911,-0.834824,5.805714,14,12.039726,0.475552,1.484722,21,13.688782,-1.695715,9.006933
2014/3/28,207,159.013356,22.851263,25.135381,68,88.240068,26.092505,-46.332574,43,46.424658,-2.915326,-0.509332,15,28.02911,-1.525235,-11.503875,3,12.039726,-0.156933,-8.882793,16,13.688782,-2.003197,4.314415
2014/3/29,103,159.013356,-0.081509,-55.931848,59,88.240068,13.261736,-42.501805,43,46.424658,-1.075916,-2.348742,21,28.02911,-0.982137,-6.046973,3,12.039726,0.308407,-9.348133,10,13.688782,-2.155568,-1.533214
2014/3/30,93,159.013356,-2.361804,-63.651553,117,88.240068,15.951515,12.808417,39,46.424658,-1.157264,-6.267393,34,28.02911,3.016809,2.954081,18,12.039726,1.924003,4.036271,22,13.688782,0.228837,8.082381
2014/3/31,206,159.013356,22.013539,24.973105,84,88.240068,4.71927,-8.959339,57,46.424658,1.44459,9.130752,32,28.02911,0.015334,3.955556,8,12.039726,-0.170661,-3.869065,9,13.688782,-2.003197,-2.685585
2014/4/1,201,159.013356,0.62218,41.364464,107,88.240068,2.817058,15.942874,65,46.424658,1.364759,17.210584,27,28.02911,-1.131768,0.102658,13,12.039726,-0.33498,1.295254,14,13.688782,-1.539551,1.850769
2014/4/2,178,159.013356,3.430399,15.556245,61,88.240068,1.207574,-28.447642,41,46.424658,2.907646,-8.332304,19,28.02911,-2.437985,-6.591124,4,12.039726,-0.847801,-7.191925,14.444444,13.688782,-2.120115,2.875778
2014/4/3,78,159.013356,-10.7833,-70.230056,91,88.240068,6.980598,-4.220667,44,46.424658,1.725138,-4.149796,20,28.02911,-2.509429,-5.519681,5,12.039726,-0.488059,-6.551667,11,13.688782,-2.690447,0.001664
2014/4/4,95,159.013356,2.687301,-66.700657,67,88.240068,19.380809,-40.620877,44,46.424658,-0.890247,-1.534411,14,28.02911,-5.198154,-8.830956,4,12.039726,-1.372564,-6.667162,15.111111,13.688782,-2.988328,4.410656
2014/4/5,75,159.013356,-6.43978,-77.573576,96,88.240068,10.090187,-2.330256,47,46.424658,-0.118487,0.693829,29,28.02911,-2.732611,3.703501,6,12.039726,-0.037693,-6.002033,12,13.688782,-2.380015,0.691232
2014/4/6,138,159.013356,-0.404164,-20.609192,108,88.240068,0.258786,19.501146,77,46.424658,-4.43208,35.007423,26,28.02911,-2.265172,0.236062,11,12.039726,-0.762709,-0.277017,16,13.688782,-2.456306,4.767523
2014/4/7,169,159.013356,-8.227768,18.214412,139,88.240068,13.225487,37.534444,93,46.424658,3.329353,43.245989,39,28.02911,0.499212,10.471679,21,12.039726,0.91861,8.041664,20,13.688782,-1.306042,7.61726
2014/4/8,221,159.013356,7.485615,54.501029,134,88.240068,20.42064,25.339291,46,46.424658,-1.746306,1.321648,24,28.02911,-0.025551,-4.003559,12,12.039726,0.789783,-0.829509,14,13.688782,-0.071058,0.382276
2014/4/9,205,159.013356,30.25042,15.736224,275,88.240068,42.692505,144.067426,27,46.424658,2.485517,-21.910175,21,28.02911,1.828822,-8.857932,16,12.039726,0.609408,3.350865,18,13.688782,0.240639,4.070579
2014/4/10,171,159.013356,35.875288,-23.888644,79,88.240068,40.505361,-49.74543,40,46.424658,2.881092,-9.305749,24,28.02911,-2.466647,-1.562463,11,12.039726,-0.386764,-0.652962,15,13.688782,-1.293608,2.604826
2014/4/11,141,159.013356,29.415646,-47.429003,99,88.240068,34.993032,-24.233101,61,46.424658,-2.358529,16.933871,35,28.02911,-0.762537,7.733428,15,12.039726,-0.808567,3.768841,20,13.688782,-1.827644,8.138861
2014/4/12,183,159.013356,13.089197,10.897446,116,88.240068,43.904729,-16.144797,98,46.424658,-0.583397,52.15874,31,28.02911,0.465703,2.505187,14,12.039726,-0.201445,2.161719,16.9,13.688782,-1.145136,4.356354
2014/4/13,206,159.013356,18.844519,28.142125,147,88.240068,26.511473,32.248459,94,46.424658,2.727035,44.848308,39,28.02911,-0.302896,11.273786,18,12.039726,-0.60595,6.566224,22,13.688782,-1.752828,10.064046
2014/4/14,300,159.013356,22.83356,118.153084,79,88.240068,31.520746,-40.760814,33,46.424658,3.805012,-17.229669,28,28.02911,0.778875,-0.807984,9,12.039726,0.047563,-3.087289,12,13.688782,-2.215631,0.526849
2014/4/15,151,159.013356,20.154529,-28.167886,79,88.240068,18.849724,-28.089792,34,46.424658,2.34537,-14.770027,31,28.02911,-2.908375,5.879265,6,12.039726,-0.592861,-5.446865,13,13.688782,-2.445136,1.756354
2014/4/16,144,159.013356,6.323549,-21.336906,85,88.240068,19.570482,-22.810551,42,46.424658,6.031144,-10.455802,34,28.02911,-0.440093,6.410983,13,12.039726,0.493555,0.466719,18,13.688782,-1.443661,5.754878
2014/4/17,182,159.013356,22.05906,0.927583,85,88.240068,21.925192,-25.165261,54,46.424658,11.647793,-4.072451,26,28.02911,-0.135562,-1.893548,9,12.039726,-0.403473,-2.636253,17,13.688782,-1.369688,4.680906
2014/4/18,203,159.013356,15.718491,28.268152,58,88.240068,12.270588,-42.510656,33,46.424658,4.805012,-18.229669,32,28.02911,0.878348,3.092543,9,12.039726,-0.209796,-2.82993,12,13.688782,-1.365473,-0.323309
2014/4/19,150,159.013356,12.766542,-21.779898,55,88.240068,7.173854,-40.413923,45,46.424658,9.03557,-10.460228,26,28.02911,-2.188038,0.158928,4,12.039726,-1.183122,-6.856604,13,13.688782,-1.822586,1.133804
2014/4/20,141,159.013356,6.52376,-24.537116,58,88.240068,8.726647,-38.966715,46,46.424658,-1.042828,0.618171,29,28.02911,-0.952,1.92289,3,12.039726,-1.190823,-7.848903,11,13.688782,-1.745241,-0.943541
2014/4/21,124,159.013356,2.322285,-37.335641,73,88.240068,-6.795166,-8.444903,67,46.424658,6.877087,13.698255,28,28.02911,-4.790567,4.761457,4,12.039726,-1.052647,-6.987079,13,13.688782,-2.972849,2.284067
2014/4/22,159,159.013356,-12.038727,12.02537,97,88.240068,-9.229729,17.98966,79,46.424658,1.035149,31.540194,21,28.02911,-4.857795,-2.171314,13,12.039726,-0.56232,1.522594,13,13.688782,-3.047033,2.35825
2014/4/23,186,159.013356,-13.989412,40.976055,83,88.240068,5.400198,-10.640266,67,46.424658,7.648636,12.926706,22,28.02911,-2.700788,-3.328321,10,12.039726,-0.117255,-1.922471,7,13.688782,-2.505831,-4.182951
2014/4/24,178,159.013356,-3.355692,22.342336,112,88.240068,9.714845,14.045087,74,46.424658,16.027983,11.547359,39,28.02911,-0.774128,11.745019,12,12.039726,-0.473041,0.433315,9,13.688782,-2.582544,-2.106239
2014/4/25,190,159.013356,9.79415,21.192494,65,88.240068,9.352779,-32.592848,35,46.424658,11.94811,-23.372767,10,28.02911,-2.001736,-16.027373,1,12.039726,-0.227098,-10.812628,2,13.688782,-2.580858,-9.107925
2014/4/26,111,159.013356,11.052106,-59.065462,63,88.240068,2.675646,-27.915714,56,46.424658,1.641471,7.933871,20,28.02911,-1.841568,-6.187542,2,12.039726,-1.505303,-8.534423,5,13.688782,-2.040499,-6.648283
2014/4/27,142,159.013356,-0.152741,-16.860615,79,88.240068,-2.146272,-7.093796,70,46.424658,12.414917,11.160426,22,28.02911,-2.843254,-3.185856,4,12.039726,-1.630568,-6.409158,6,13.688782,-2.886653,-4.802129
2014/4/28,148,159.013356,-4.689517,-6.323839,100,88.240068,4.305993,7.453938,87,46.424658,19.87498,20.700362,33,28.02911,0.623343,4.347548,10,12.039726,-0.276338,-1.763388,9,13.688782,-1.423218,-3.265564
2014/4/29,176,159.013356,13.863697,3.122947,100,88.240068,4.15573,7.604202,101,46.424658,23.029037,31.546306,28,28.02911,-0.596679,0.567569,13,12.039726,-0.412381,1.372655,9,13.688782,-2.036917,-2.651866
2014/4/30,182,159.013356,10.186985,12.799659,124,88.240068,9.626963,26.132969,89,46.424658,16.565391,26.009951,17,28.02911,-1.280135,-9.748975,11,12.039726,0.426806,-1.466532,7,13.688782,-1.726695,-4.962087
